Physics,The strength of the magnetic field around a current-carrying wire increases with _____.,current,length,voltage,resistance,A
Physics,A solenoid is a _____.,coil of wire carrying current,straight wire,permanent magnet,loop of copper,A
Physics,An electromagnet is produced when _____.,current passes through a solenoid,magnet is rubbed on metal,iron is heated,steel is cooled,A
Physics,The strength of an electromagnet increases when _____.,the number of turns and current increase,wire length decreases,core is removed,voltage drops,A
Physics,Electromagnets are used in _____.,electric bells,relays,cranes,all of the above,D
Physics,The device that converts electrical energy into mechanical energy is a _____.,electric motor,transformer,cell,galvanometer,A
Physics,The device that converts mechanical energy into electrical energy is a _____.,generator,motor,solenoid,transformer,A
Physics,In an electric motor, the force on a current-carrying conductor in a magnetic field is given by _____.,F = BIL,F = ma,F = qE,F = IR,A
Physics,The rule that gives the direction of motion in a motor is called _____.,Fleming’s left-hand rule,Fleming’s right-hand rule,Lenz’s law,Faraday’s law,A
Physics,The rule that gives the direction of induced current in a generator is _____.,Fleming’s right-hand rule,Fleming’s left-hand rule,Maxwell’s rule,Lenz’s rule,A
Physics,Electromagnetic induction was discovered by _____.,Faraday,Oersted,Ampere,Newton,A
Physics,The process of producing current by moving a conductor in a magnetic field is called _____.,electromagnetic induction,electrolysis,magnetization,current flow,A
Physics,According to Faraday’s law, the induced e.m.f is proportional to the _____.,rate of change of magnetic flux,magnetic field strength only,number of turns only,current flow,A
Physics,Lenz’s law states that the direction of induced current is such that it _____.,opposes the change producing it,supports the change,accelerates motion,slows current,A
Physics,The unit of magnetic flux is the _____.,weber,tesla,henry,coulomb,A
Physics,The S.I. unit of magnetic flux density is the _____.,tesla,ampere,weber,newton,A
Physics,1 tesla is equal to _____.,1 weber per square metre,1 coulomb per second,1 ampere per metre,1 newton per weber,A
Physics,The symbol for magnetic flux density is _____.,B,M,Φ,H,A
Physics,Magnetic flux is represented by the symbol _____.,Φ,B,F,M,A
Physics,The property of a material to retain magnetism is called _____.,retentivity,permeability,susceptibility,conductivity,A
Physics,The ability of a material to allow magnetic flux through it is called _____.,permeability,retentivity,susceptibility,conductivity,A
Physics,The force between two parallel conductors carrying current in the same direction is _____.,attractive,repulsive,zero,neutral,A
Physics,The force between two parallel conductors carrying current in opposite directions is _____.,repulsive,attractive,neutral,zero,A
Physics,The unit of magnetic field strength (H) is _____.,A/m,tesla,weber,ohm,A
Physics,An example of an electromagnetic device is _____.,electric bell,heater,battery,bulb,A
Physics,The magnetization of a material can be increased by _____.,using soft iron core,using aluminium,removing the core,reducing current,A
Physics,The direction of magnetic field inside a solenoid is _____.,from south to north,from north to south,random,upward,A
Physics,The shape of magnetic field around a solenoid resembles that of a _____.,bar magnet,straight wire,coil,loop,A
Physics,The space around a moving charge is both _____.,magnetic and electric,static and neutral,gravitational and magnetic,thermal and light,A
Physics,The unit of electromotive force (e.m.f) is the _____.,volt,ohm,ampere,watt,A
Physics,A wave is a disturbance that transfers _____ from one point to another.,energy,matter,particles,force,A
Physics,Waves which require a medium for transmission are called _____ waves.,mechanical,electromagnetic,longitudinal,stationary,A
Physics,Waves that do not require a medium for propagation are _____ waves.,electromagnetic,mechanical,longitudinal,transverse,A
Physics,Sound is a type of _____ wave.,mechanical,longitudinal,electromagnetic,transverse,B
Physics,Light is a type of _____ wave.,electromagnetic,longitudinal,mechanical,stationary,A
Physics,The distance between two successive crests or troughs of a wave is called the _____.,wavelength,frequency,amplitude,period,A
Physics,The number of waves produced per second is called _____.,frequency,amplitude,wavelength,velocity,A
Physics,The S.I. unit of frequency is _____.,hertz,newton,joule,watt,A
Physics,The height of a wave crest or depth of a trough from the rest position is the _____.,amplitude,wavelength,frequency,period,A
Physics,The time taken to produce one complete wave is the _____.,period,frequency,velocity,amplitude,A
Physics,The relationship between frequency and period is _____.,f = 1/T,f = T,f = T²,f = 2T,A
Physics,The speed of a wave is given by the formula _____.,v = fλ,v = f/T,v = λ/T,v = Tλ,A
Physics,The S.I. unit of wave speed is _____.,m/s,Hz,J,N,A
Physics,Sound cannot travel through a _____.,vacuum,solid,liquid,gas,A
Physics,The speed of sound is greatest in _____.,solids,liquids,gases,vacuum,A
Physics,The speed of sound in air at room temperature is approximately _____.,340 m/s,300 m/s,1500 m/s,100 m/s,A
Physics,The reflection of sound produces _____.,echo,resonance,refraction,interference,A
Physics,An echo is heard when the reflected sound reaches the ear after _____ seconds.,0.1,1,0.01,0.001,A
Physics,The persistence of sound due to multiple reflections is called _____.,reverberation,echo,dispersion,refraction,A
Physics,Sound waves are _____ waves.,longitudinal,transverse,electromagnetic,stationary,A
Physics,The pitch of a sound depends on its _____.,frequency,amplitude,wavelength,intensity,A
Physics,The loudness of sound depends on its _____.,amplitude,frequency,velocity,wavelength,A
Physics,The quality or timbre of sound helps to _____.,distinguish sounds of same pitch and loudness,increase amplitude,decrease frequency,produce echoes,A
Physics,The range of frequencies audible to the human ear is between _____.,20 Hz and 20,000 Hz,2 Hz and 200 Hz,200 Hz and 200,000 Hz,10 Hz and 100 Hz,A
Physics,The phenomenon of increase in amplitude when two waves combine is called _____.,constructive interference,destructive interference,resonance,refraction,A
Physics,The phenomenon of decrease in amplitude when two waves combine is called _____.,destructive interference,constructive interference,reflection,diffraction,A
Physics,The phenomenon where sound waves bend around obstacles is called _____.,diffraction,reflection,refraction,interference,A
Physics,The change in direction of a wave as it passes from one medium to another is called _____.,refraction,reflection,diffraction,dispersion,A
Physics,The bouncing back of a wave when it meets a barrier is called _____.,reflection,refraction,interference,diffraction,A
Physics,The apparent change in frequency of sound due to relative motion is called _____.,Doppler effect,interference,resonance,echo,A
Physics,The persistence of sound in a hall due to reflection is called _____.,reverberation,echo,absorption,resonance,A
Physics,Light travels in a _____ line.,straight,curved,random,zigzag,A
Physics,The speed of light in air is approximately _____.,3 × 10⁸ m/s,3 × 10⁵ m/s,3 × 10³ m/s,3 × 10⁶ m/s,A
Physics,Light can travel through a _____.,vacuum,solid only,liquid only,opaque medium,A
Physics,When light bounces off a surface, it undergoes _____.,reflection,refraction,diffraction,absorption,A
Physics,The law of reflection states that the angle of incidence is _____ the angle of reflection.,equal to,greater than,less than,independent of,A
Physics,The line perpendicular to the reflecting surface is called the _____.,normal,axis,mirror line,principal ray,A
Physics,A plane mirror produces an image that is _____.,virtual and upright,real and inverted,real and upright,virtual and inverted,A
Physics,The image formed by a plane mirror is the same _____ as the object.,size,smaller,larger,blurred,A
Physics,The number of images formed by two mirrors at 90° is _____.,3,2,4,1,A
Physics,Refraction occurs when light _____.,passes from one medium to another,reflects on a surface,bends around an object,is absorbed,A
Physics,The speed of light decreases when it passes from _____.,air to glass,glass to air,vacuum to air,air to vacuum,A
Physics,The ratio of the speed of light in vacuum to that in a medium is called _____.,refractive index,reflection coefficient,light ratio,optical density,A
Physics,The S.I. unit of refractive index is _____.,none,newton per metre,joule per second,metre per second,A
Physics,When light passes through a prism, it is _____.,dispersed,refracted,reflected,absorbed,A
Physics,The splitting of white light into its component colours is called _____.,dispersion,refraction,reflection,diffraction,A
Physics,The band of colours formed when white light passes through a prism is called the _____.,spectrum,ray,beam,image,A
Physics,The colour of light with the highest frequency is _____.,violet,red,blue,green,A
Physics,The colour of light with the lowest frequency is _____.,red,violet,yellow,green,A
Physics,The image formed by a concave mirror can be _____.,real or virtual,always virtual,always real,always inverted,A
Physics,The focal point of a concave mirror is the point where _____.,parallel rays converge,diverging rays meet,light is absorbed,light disappears,A
Physics,The principal axis of a mirror is a line _____.,passing through the pole and centre of curvature,drawn parallel to the surface,perpendicular to the focus,drawn at random,A
Physics,A convex mirror always produces an image that is _____.,virtual and diminished,real and enlarged,real and upright,virtual and inverted,A
Physics,The magnification of an image is the ratio of _____.,image height to object height,object height to focal length,image distance to object distance,image height to distance,A
Physics,The optical instrument that uses lenses to magnify objects is a _____.,microscope,periscope,thermometer,barometer,A
English,An essay that tells a personal experience is called a _____ essay.,descriptive,narrative,argumentative,expository,B
English,The main purpose of a descriptive essay is to _____.,describe a person, place or thing,argue a point,tell a story,persuade readers,A
English,An argumentative essay tries to _____.,convince the reader,present a story,describe a scene,define a concept,A
English,An expository essay is mainly written to _____.,explain or inform,entertain,describe,complain,A
English,A good essay must have _____.,introduction,body and conclusion,title only,introduction only,paragraph only,A
English,The part of an essay that gives the writer’s opinion is the _____.,body,conclusion,introduction,summary,B
English,A narrative essay is usually written in the _____ person.,first,second,third,fourth,A
English,The major feature of a descriptive essay is the use of _____.,vivid details,arguments,statistics,quotations,A
English,An argumentative essay contains points both for and _____ the motion.,against,with,beside,around,A
English,An expository essay can also be called a/an _____ essay.,explanatory,creative,persuasive,fictional,A
English,In essay writing, the topic sentence is usually found at the _____.,beginning of a paragraph,end of an essay,middle of an essay,last sentence,A
English,Each paragraph in an essay should discuss _____.,one main idea,many unrelated ideas,a conclusion,definitions only,A
English,The use of good transitions in an essay helps to achieve _____.,coherence,confusion,repetition,disunity,A
English,The unity of ideas in an essay means _____.,all points relate to one central idea,each paragraph is different,there are random topics,each point stands alone,A
English,The concluding paragraph of an essay should _____.,summarize main points,introduce new ideas,disagree with earlier points,repeat everything,A
English,An article written for a school magazine is an example of a/an _____ essay.,expository,descriptive,argumentative,letter,A
English,In a debate, the speaker speaks _____.,for or against a motion,on any topic,without preparation,randomly,A
English,The use of persuasive language is important in a/an _____ essay.,argumentative,descriptive,narrative,expository,A
English,Formal letters are written to _____.,official persons,relatives,friends,classmates,A
English,Informal letters are written to _____.,friends and relatives,government officials,editors,businessmen,A
English,A formal letter begins with the writer’s _____.,address,address of the receiver,name,title,A
English,In a formal letter, the date is written _____.,after the writer’s address,before the receiver’s address,in the middle,at the bottom,A
English,The salutation in a formal letter is written as _____.,Dear Sir/Dear Madam,Dear friend,Hi,Hello,A
English,The body of a letter contains the _____.,main message,addresses only,closing remarks,complimentary close,A
English,The complimentary close of a formal letter is _____.,Yours faithfully,Yours lovingly,Yours sincerely,With love,A
English,The complimentary close of an informal letter is _____.,Yours sincerely,Yours faithfully,Yours truly,Yours obediently,A
English,In a letter to a friend, you can use _____ language.,informal,technical,official,strict,A
English,The subject heading of a formal letter should be written in _____.,capital letters,italics,brackets,lowercase,A
English,In a letter, the phrase “Yours faithfully” is used when _____.,the name of the receiver is unknown,the receiver is a friend,the receiver is known,writing an article,A
English,In a letter, “Yours sincerely” is used when _____.,you know the receiver’s name,you don’t know the receiver’s name,you are writing to an editor,writing an application,A
English,The language of a formal letter should be _____.,polite and formal,harsh and commanding,informal and casual,emotional and joking,A
English,A good letter must be _____.,clear and concise,long and emotional,filled with idioms,very short,A
English,In a friendly letter, the writer may ask about the receiver’s _____.,welfare,address,position,job only,A
English,A report is a _____ account of an event.,factual,imaginary,fake,poetic,A
English,In report writing, the heading should be written in _____.,capital letters,italics,brackets,quotation marks,A
English,A good report should be written in the _____ tense.,past,present,future,conditional,A
English,The person who writes a report is called a _____.,reporter,reportee,writer,editor,A
English,An article written to persuade readers to accept a view is a/an _____ article.,editorial,informative,scientific,creative,A
English,A speech delivered to honour a dead person is called a _____.,tribute,eulogy,debate,toast,B
English,In a debate, the opposing speakers are called _____.,opponents,partners,judges,guests,A
English,When writing a speech, you should begin with a _____.,salutation,title,quotation,poem,A
English,The audience of a formal speech should be addressed with _____.,respect,emotion,anger,sarcasm,A
English,The act of giving spoken information to a group of people is called a _____.,speech,debate,report,lecture,A
English,A speech of welcome is given at the _____ of a ceremony.,beginning,end,middle,after,B
English,In letter writing, “P.S.” stands for _____.,postscript,public speech,personal summary,paragraph structure,A
English,A good paragraph should contain _____.,one central idea,many mixed ideas,a quotation,a proverb,A
English,The main clause in a complex sentence can stand _____.,on its own,with another clause,only with a verb,with a preposition,A
English,A subordinate clause cannot stand _____.,on its own,with another clause,independently,with a verb,A
English,A sentence that expresses a command is called an _____ sentence.,imperative,interrogative,exclamatory,declarative,A
English,A sentence that expresses a question is called an _____ sentence.,interrogative,declarative,imperative,complex,A
English,A sentence that shows strong feelings is an _____ sentence.,exclamatory,imperative,interrogative,assertive,A
English,An exclamatory sentence usually ends with an _____.,exclamation mark,apostrophe,comma,colon,A
English,The punctuation mark used at the end of a statement is a _____.,full stop,comma,colon,semicolon,A
English,The punctuation mark used to separate items in a list is the _____.,comma,colon,apostrophe,question mark,A
English,The punctuation mark used to show possession is the _____.,apostrophe,comma,colon,hyphen,A
English,The punctuation mark used in abbreviations is the _____.,full stop,comma,semicolon,bracket,A
English,The punctuation mark used in direct speech is the _____.,quotation mark,hyphen,colon,dash,A
English,The use of punctuation marks helps to _____.,clarify meaning,create confusion,make writing long,remove spelling,A
English,The figure of speech that compares two things using “like” or “as” is a _____.,simile,metaphor,personification,hyperbole,A
English,The figure of speech that gives human qualities to non-living things is _____.,personification,simile,metaphor,alliteration,A
English,The figure of speech that involves exaggeration is called _____.,hyperbole,irony,metaphor,simile,A
English,The figure of speech that compares two unlike things directly is a _____.,metaphor,simile,idiom,proverb,A
English,The repetition of consonant sounds at the beginning of words is called _____.,alliteration,assonance,consonance,onomatopoeia,A
English,The repetition of vowel sounds in nearby words is called _____.,assonance,alliteration,metaphor,hyperbole,A
English,The use of words that imitate sounds is called _____.,onomatopoeia,personification,metaphor,idiom,A
English,The opposite of “expand” is _____.,contract,extend,enlarge,develop,A
English,The opposite of “include” is _____.,exclude,combine,contain,allow,A
English,The opposite of “admit” is _____.,deny,accept,agree,permit,A
English,The opposite of “victory” is _____.,defeat,win,success,conquest,A
English,The opposite of “frequent” is _____.,rare,regular,constant,usual,A
English,The opposite of “arrival” is _____.,departure,entrance,visit,coming,A
English,The opposite of “ancient” is _____.,modern,old,antique,aged,A
English,The opposite of “brave” is _____.,cowardly,fearless,strong,bold,A
English,The opposite of “begin” is _____.,end,start,continue,open,A
English,The opposite of “bitter” is _____.,sweet,sour,hot,spicy,A
English,The word “beautiful” is an example of a/an _____.,adjective,noun,adverb,verb,A
English,The word “quickly” is an example of a/an _____.,adverb,adjective,verb,pronoun,A
English,The word “run” is an example of a/an _____.,verb,noun,adjective,pronoun,A
English,The word “honesty” is an example of a/an _____.,abstract noun,proper noun,verb,pronoun,A
English,The word “they” is a _____.,pronoun,adjective,adverb,preposition,A
English,The word “beneath” is a _____.,preposition,conjunction,adjective,pronoun,A
English,The word “and” is a _____.,conjunction,preposition,verb,adjective,A
English,The word “wow” is an example of an _____.,interjection,exclamation,preposition,adjective,A
English,The plural of “child” is _____.,children,childs,childes,child,A
English,The plural of “mouse” is _____.,mice,mouses,mouse,meese,A
English,The plural of “tooth” is _____.,teeth,tooths,toothes,tooth,A
English,The plural of “man” is _____.,men,man,manies,mans,A
English,The plural of “goose” is _____.,geese,gooses,geeses,goose,A
English,The comparative form of “good” is _____.,better,gooder,best,goodest,A
English,The superlative form of “bad” is _____.,worst,baddest,badder,badly,A
English,The comparative form of “beautiful” is _____.,more beautiful,beautifuller,most beautiful,beautifullest,A
English,The comparative of “much” is _____.,more,muchest,most,many,A
English,The opposite of “buy” is _____.,sell,borrow,take,give,A
English,The synonym of “huge” is _____.,enormous,small,tiny,little,A
English,The synonym of “intelligent” is _____.,smart,dull,slow,weak,A
English,The synonym of “happy” is _____.,joyful,sad,angry,moody,A
English,The synonym of “angry” is _____.,furious,calm,quiet,silent,A
English,The synonym of “brave” is _____.,courageous,afraid,weak,timid,A
English,The synonym of “honest” is _____.,truthful,lying,deceptive,false,A
English,The synonym of “cheap” is _____.,inexpensive,costly,expensive,valuable,A
English,The synonym of “reply” is _____.,answer,ask,question,refuse,A
English,The synonym of “permit” is _____.,allow,deny,refuse,stop,A
Chemistry,What is the chemical formula for tetraoxosulphate(VI) acid?,H2SO3,H2SO4,HNO3,HCl,B
Chemistry,Which of the following is a characteristic of a concentrated acid?,It contains a large amount of water,It contains a small amount of water,It has a low concentration of H+ ions,It turns blue litmus red,B
Chemistry,What is the basicity of an acid that has three replaceable hydrogen ions?,1,2,3,4,C
Chemistry,Which of the following turns blue litmus paper red?,Sodium hydroxide solution,Calcium hydroxide solution,Ethanoic acid solution,Ammonia solution,C
Chemistry,What gas is produced when dilute hydrochloric acid reacts with zinc?,Chlorine,Oxygen,Hydrogen,Nitrogen,C
Chemistry,Which method of acid preparation involves dissolving an acid anhydride in water?,Combination of elements,Displacement from salts,Using an acid anhydride,Precipitation,C
Chemistry,What is the pH of a solution with a hydrogen ion concentration of 1×10⁻⁵ mol/dm³?,5,9,7,14,A
Chemistry,Which of the following is a weak base?,Sodium hydroxide,Potassium hydroxide,Calcium oxide,Ammonia solution,D
Chemistry,What is the product when magnesium oxide reacts with nitric acid?,Magnesium nitrate and water,Magnesium nitride and oxygen,Magnesium and nitrogen,Magnesium hydroxide and nitrite,A
Chemistry,Which type of salt turns red litmus blue?,Normal salt,Acid salt,Basic salt,Double salt,C
Chemistry,What is the solubility rule for all sodium salts?,They are insoluble,They are soluble,They are slightly soluble,They decompose in water,B
Chemistry,Which salt is used as a drying agent for gases?,Sodium chloride,Calcium chloride,Silver chloride,Lead chloride,B
Chemistry,What is the process of converting a soluble salt to crystals called?,Evaporation,Decantation,Crystallization,Filtration,C
Chemistry,Which of the following is an example of a hydrated salt?,NaCl,KNO3,CuSO4·5H2O,AgNO3,C
Chemistry,What term describes sodium trioxocarbonate(IV) decahydrate when it loses water on exposure to air?,Deliquescence,Efflorescence,Hygroscopy,Hydrolysis,B
Chemistry,Which allotrope of carbon has a tetrahedral structure?,Graphite,Diamond,Charcoal,Lampblack,B
Chemistry,Why is graphite used in nuclear reactors?,It is a good lubricant,It is a good conductor,It slows down neutrons,It is transparent,C
Chemistry,What is the main impurity in coal?,Oxygen,Nitrogen,Sulphur,Hydrogen,C
Chemistry,Which form of carbon is used in gas masks to absorb poisonous gases?,Diamond,Graphite,Charcoal,Coke,C
Chemistry,What is the product when carbon burns in a limited supply of air?,Carbon dioxide,Carbon monoxide,Water,Hydrogen gas,B
Chemistry,How is carbon(IV) oxide commercially produced as a by-product?,From fermentation,From burning coal,From cracking petroleum,From electrolysis,A
Chemistry,What is observed when excess CO2 is bubbled through lime water?,Permanent milkyness,The milkiness disappears,A yellow precipitate,No change,B
Chemistry,Which gas is produced by the dehydration of methanoic acid?,CO2,CO,H2,CH4,B
Chemistry,What is the main use of producer gas?,In chemical synthesis,As a fuel in furnaces,In carbonated drinks,As an anesthetic,B
Chemistry,Which type of coal has the lowest carbon content?,Anthracite,Bituminous,Lignite,Peat,D
Chemistry,What is the solid residue left after destructive distillation of coal?,Coal tar,Coal gas,Ammoniacal liquor,Coke,D
Chemistry,Which fuel gas has the highest calorific value?,Producer gas,Water gas,Coal gas,Natural gas,B
Chemistry,What is the chemical formula for trioxocarbonate(IV) ion?,CO3²⁻,HCO3⁻,CO2,H2CO3,A
Chemistry,How is sodium trioxocarbonate(IV) prepared in the laboratory?,By precipitation,By bubbling CO2 through NaOH,By direct combination,By heating NaHCO3,B
Chemistry,What is the test for hydrogen trioxocarbonate(IV) ion?,It gives CO2 with acids,It turns lime water milky,It liberates ammonia,It decolorizes bromine,A
Chemistry,What happens when potassium hydrogen trioxocarbonate(IV) is heated?,It melts,It decomposes to K2CO3, H2O and CO2,It turns into a gas,It becomes deliquescent,B
Chemistry,What is the primary source of aromatic hydrocarbons?,Coal tar,Petroleum,Natural gas,Plants,A
Chemistry,Which petroleum fraction has the lowest boiling point?,Lubricating oil,Kerosene,Petrol,Petroleum gas,D
Chemistry,What is the main purpose of fractional distillation of crude oil?,To break down molecules,To separate into fractions,To remove impurities,To increase octane number,B
Chemistry,Which process converts straight-chain hydrocarbons to branched-chain ones?,Cracking,Reforming,Polymerization,Distillation,B
Chemistry,What is the octane number of a fuel that causes severe knocking?,0,50,100,25,A
Chemistry,Which of the following is a petrochemical?,Ethanol from fermentation,Methane from natural gas,Benzene from coal tar,All of the above,D
Chemistry,What is the primary raw material for the soap industry?,Petroleum,Animal fat or vegetable oil,Coal,Natural gas,B
Chemistry,Which industry produces substances like antibiotics and vaccines?,Fertilizer industry,Pharmaceutical industry,Paint industry,Plastic industry,B
Chemistry,What is the main component of cement?,Clay and limestone,Sand and water,Gypsum and salt,Coal and oil,A
Chemistry,Which of the following is a heavy chemical?,A perfume,A laboratory reagent,Sulphuric acid,A drug,C
Chemistry,What is the pH of a solution with hydroxide ion concentration of 1×10⁻³ mol/dm³?,3,11,7,14,B
Chemistry,Which salt is used in dry cells as an electrolyte?,Sodium chloride,Ammonium chloride,Calcium carbonate,Silver nitrate,B
Chemistry,What is the chemical name for baking soda?,Sodium carbonate,Sodium hydrogen trioxocarbonate(IV),Sodium trioxocarbonate(IV),Sodium chloride,B
Chemistry,Which property makes diamond suitable for jewelry?,Its hardness,Its electrical conductivity,Its refractive index,Its solubility,C
Chemistry,What is the main use of carbon black?,As a lubricant,In printer's ink,As a fuel,In nuclear reactors,B
Chemistry,Which gas is produced when calcium trioxocarbonate(IV) reacts with dilute HCl?,Hydrogen,Oxygen,Carbon dioxide,Nitrogen,C
Chemistry,What is the chemical test for carbon(II) oxide?,It turns lime water milky,It burns with a blue flame,It has no effect on lime water,It decolorizes bromine,B
Chemistry,Which product from destructive distillation of coal is used in making dyes?,Coal gas,Ammoniacal liquor,Coal tar,Coke,C
Chemistry,What is the primary composition of water gas?,CO and H2,CO and N2,CH4 and H2,CO2 and H2,A
Chemistry,Which process increases the yield of petrol from heavy oil fractions?,Reforming,Cracking,Polymerization,Distillation,B
Chemistry,What is the primary raw material for the Haber process?,Oxygen,Nitrogen,Hydrogen,Carbon,B
Chemistry,Which industry is associated with the production of urea?,Fertilizer industry,Pharmaceutical industry,Plastic industry,Paint industry,A

give me 100 more
Hmm, the user is asking for 100 more chemistry MCQs based on the provided lesson notes. The previous batches were well-received, so I'll continue with the same format and subject focus.

I need to ensure the questions cover all major topics from the SS1 Third Term syllabus - acids/bases, carbon chemistry, hydrocarbons, and industrial applications. The questions should be factual, clear, and avoid repetition from previous sets.

Let me systematically extract concepts from the document: acid definitions, pH calculations, carbon allotropes, fuel gases, petroleum refining, and chemical industries. Each question must have one unambiguous correct answer based strictly on the provided content.

I'll maintain the exact CSV format with Subject, Question, Options A-D, and Answer. The language should remain simple for secondary school level while testing both recall and comprehension.

Chemistry,What is the definition of an acid as a proton donor?,A substance that accepts protons,A substance that donates protons,A substance that produces OH- ions,A substance that turns blue litmus red,B
Chemistry,Which of the following is NOT a source of organic acids?,Vinegar,Milk,Lime,Mineral elements,D
Chemistry,What is the basicity of H3PO4?,1,2,3,4,C
Chemistry,Which property is common to all acids?,They turn red litmus blue,They have a sour taste,They feel soapy,They are insoluble in water,B
Chemistry,What gas is produced when dilute H2SO4 reacts with magnesium?,SO2,H2,CO2,O2,B
Chemistry,Which method of acid preparation involves combining hydrogen and chlorine?,Acid anhydride method,Direct combination,Displacement from salt,Precipitation method,B
Chemistry,What is the pH of a solution with [H+] = 1×10⁻⁷ mol/dm³?,1,7,14,0,B
Chemistry,Which of the following is a strong acid?,CH3COOH,H2CO3,H2SO3,HCl,D
Chemistry,What is produced when copper(II) oxide reacts with hydrochloric acid?,Copper chloride and water,Copper and chlorine,Copper hydroxide and water,Copper and hydrogen,A
Chemistry,Which type of salt contains replaceable hydrogen atoms?,Normal salt,Basic salt,Acid salt,Double salt,C
Chemistry,According to solubility rules, which salt is insoluble?,NaNO3,K2SO4,AgCl,NH4Cl,C
Chemistry,Which salt is used in making plaster of Paris?,CaSO4,NaCl,KNO3,CaCO3,A
Chemistry,What is the best method to recover CuSO4 from its solution?,Evaporation to dryness,Crystallization,Decantation,Filtration,B
Chemistry,Which hydrated salt is blue in color?,Na2CO3·10H2O,CuSO4·5H2O,CaCl2·6H2O,MgSO4·7H2O,B
Chemistry,What process occurs when NaOH pellets absorb moisture and form a solution?,Efflorescence,Deliquescence,Hygroscopy,Hydrolysis,B
Chemistry,Which carbon allotrope is used in cutting tools?,Graphite,Charcoal,Diamond,Lampblack,C
Chemistry,Why is diamond a poor conductor of electricity?,It has free electrons,It has no free electrons,It is soft,It has a layer structure,B
Chemistry,What is the main element in coal besides carbon?,Oxygen,Hydrogen,Nitrogen,Sulphur,A
Chemistry,Which form of carbon is used in sugar refining?,Graphite,Animal charcoal,Coke,Diamond,B
Chemistry,What is produced when carbon reduces steam?,CO and H2,CO2 and H2,CH4 and H2,CO and O2,A
Chemistry,How is CO2 commercially obtained from limestone?,Heating CaCO3,Reacting CaO with water,Heating CaSO4,Reacting CaCO3 with acid,A
Chemistry,What happens when CO2 is passed through water?,Forms H2CO3,Forms H2SO4,Forms HNO3,Forms HCl,A
Chemistry,Which gas is produced by reacting oxalic acid with conc. H2SO4?,CO2,CO,H2,CH4,B
Chemistry,What is the main use of water gas?,As a reducing agent,As a fuel,In fire extinguishers,In fertilizers,B
Chemistry,Which coal type is called "brown coal"?,Anthracite,Bituminous,Lignite,Peat,C
Chemistry,What liquid product from coal distillation contains ammonia?,Coal tar,Ammoniacal liquor,Coal gas,Coke,B
Chemistry,Which fuel gas contains nitrogen as its main component?,Water gas,Producer gas,Natural gas,Coal gas,B
Chemistry,What is the chemical formula for carbonic acid?,H2CO3,HCO3-,CO3²-,CO2,A
Chemistry,How is CaCO3 prepared in the laboratory?,By precipitation,By direct combination,By heating,By distillation,A
Chemistry,What is observed when dilute acid is added to CaCO3?,No reaction,Effervescence,Color change,Precipitation formation,B
Chemistry,What happens when NaHCO3 is heated?,It melts,It decomposes to Na2CO3, H2O and CO2,It becomes anhydrous,It turns blue,B
Chemistry,What is the primary source of alkanes?,Coal tar,Petroleum,Plants,Animals,B
Chemistry,Which petroleum fraction is used in diesel engines?,Petrol,Kerosene,Diesel oil,Lubricating oil,C
Chemistry,What is the purpose of cracking?,To separate fractions,To break large molecules,To combine molecules,To remove sulphur,B
Chemistry,Which process improves petrol quality by changing molecular structure?,Cracking,Reforming,Distillation,Polymerization,B
Chemistry,What is the octane number of high-quality petrol?,0,50,100,25,C
Chemistry,Which is NOT a petrochemical?,Benzene,Ethylene,Ammonia,Table salt,D
Chemistry,What is the main raw material for detergents?,Petroleum,Animal fat,Vegetable oil,Coal,A
Chemistry,Which industry produces aspirin and antibiotics?,Fertilizer,Pharmaceutical,Paint,Plastic,B
Chemistry,What are the main components of mortar?,Cement and water,Cement and sand,Cement and gravel,Cement and lime,B
Chemistry,Which is a fine chemical?,Sulphuric acid,Sodium hydroxide,Laboratory reagent,Ammonia,C
Chemistry,What is the pH of 0.001M HCl?,1,3,11,13,B
Chemistry,Which salt is used in gunpowder?,KNO3,NaCl,CaCO3,NaNO3,A
Chemistry,What is the common name for NaHCO3?,Washing soda,Baking soda,Caustic soda,Table salt,B
Chemistry,Which property makes graphite useful in pencils?,Hardness,Softness,Electrical conductivity,Transparency,B
Chemistry,What is carbon black used for?,Jewelry,Tires,Fuel,Construction,B
Chemistry,Which gas turns lime water milky?,H2,O2,CO2,N2,C
Chemistry,How is CO detected?,Turns lime water milky,Burns with blue flame,Supports combustion,Has smell,B
Chemistry,Which coal product is used in road surfacing?,Coal gas,Coal tar,Coke,Bitumen,D
Chemistry,What is the composition of synthetic gas?,CO and H2,CO and N2,CH4 and H2,CO2 and H2,A
Chemistry,Which process converts heavy oils to petrol?,Reforming,Cracking,Distillation,Polymerization,B
Chemistry,What is the main raw material for nitrogen fertilizers?,Oxygen,Nitrogen,Air,Ammonia,D
Chemistry,Which industry produces PVC pipes?,Pharmaceutical,Plastic,Fertilizer,Paint,B
Chemistry,What is the formula for lime water?,CaO,Ca(OH)2,CaCO3,CaCl2,B
Chemistry,Which acid is present in oranges?,Citric acid,Lactic acid,Formic acid,Acetic acid,A
Chemistry,What is the basicity of H2SO4?,1,2,3,4,B
Chemistry,Which metal does NOT produce H2 with acids?,Zn,Fe,Cu,Mg,C
Chemistry,What is the product of NH3 + HCl?,NH4Cl,NH4OH,N2,H2,A
